PosX,PosY,PosZ,Q1,Q2,Q3,Q4,
16.39, 1.75, 21.72,-0.16906, -0.13289, -0.02510, -0.97628,
16.49, 1.73, 21.84,-0.20980, 0.01546, -0.08833, -0.97362,
16.54, 1.73, 22.08,-0.20927, 0.04800, -0.08867, -0.97265,
16.61, 1.75, 22.31,-0.11991, 0.07300, -0.03877, -0.98934,
16.63, 1.76, 22.60,-0.06904, 0.15057, -0.05634, -0.98457,
16.59, 1.77, 22.88,-0.10776, 0.19112, -0.06481, -0.97348,
16.60, 1.72, 23.18,-0.24821, -0.20294, -0.02870, -0.94678,
16.57, 1.73, 23.39,-0.27281, -0.28498, 0.00357, -0.91888,
16.61, 1.71, 23.53,-0.24595, -0.46182, 0.08541, -0.84790,
16.58, 1.73, 23.49,-0.21338, -0.51996, 0.12313, -0.81789,
16.60, 1.74, 23.42,-0.19986, -0.47602, 0.12992, -0.84651,
16.70, 1.73, 23.34,-0.20669, -0.34800, 0.13319, -0.90467,
16.78, 1.72, 23.28,-0.22044, -0.22618, 0.10124, -0.94340,
16.79, 1.74, 23.28,-0.16435, -0.15112, 0.05044, -0.97345,
16.74, 1.76, 23.34,-0.11202, -0.10451, -0.01495, -0.98808,
16.56, 1.76, 23.48,-0.09047, 0.13310, -0.09728, -0.98216,
16.40, 1.76, 23.59,-0.05777, 0.39122, -0.08609, -0.91444,
16.34, 1.77, 23.78,-0.02185, 0.44471, -0.04140, -0.89445,
16.21, 1.76, 23.97,-0.08378, 0.50139, -0.06238, -0.85889,
15.93, 1.75, 24.11,-0.07928, 0.54046, -0.12366, -0.82845,
15.71, 1.76, 24.24,-0.07584, 0.64239, -0.08942, -0.75736,
15.46, 1.75, 24.46,-0.05789, 0.73360, -0.07730, -0.67269,
15.19, 1.77, 24.54,-0.05784, 0.82616, -0.08212, -0.55441,
14.87, 1.76, 24.48,-0.01907, 0.83991, -0.11474, -0.53012,
14.62, 1.75, 24.38,-0.01824, 0.93025, -0.14741, -0.33551,
14.33, 1.76, 24.27,-0.01764, 0.95092, -0.13461, -0.27806,
14.13, 1.75, 24.04,0.01064, 0.94832, -0.16043, -0.27356,
13.96, 1.75, 23.81,-0.03932, 0.93584, -0.20493, -0.28400,
13.75, 1.72, 23.66,-0.07558, 0.94244, -0.23269, -0.22794,
13.52, 1.74, 23.54,-0.09471, 0.93709, -0.21700, -0.25652,
13.31, 1.76, 23.49,-0.07887, 0.75922, -0.14853, -0.62873,
13.15, 1.77, 23.43,-0.11575, 0.69093, -0.12558, -0.70246,
12.92, 1.77, 23.46,-0.03507, 0.68282, -0.05000, -0.72803,
12.71, 1.79, 23.51,-0.07350, 0.70394, -0.09733, -0.69971,
12.47, 1.76, 23.48,-0.09128, 0.69993, -0.13879, -0.69462,
12.22, 1.78, 23.43,-0.09389, 0.62494, -0.12766, -0.76442,
12.02, 1.77, 23.49,-0.12433, 0.46369, -0.11698, -0.86939,
11.81, 1.77, 23.61,-0.13657, 0.34102, -0.09413, -0.92531,
11.66, 1.77, 23.73,-0.17202, 0.13691, -0.05878, -0.97376,
11.55, 1.77, 23.83,-0.19603, -0.15058, -0.01995, -0.96876,
11.58, 1.76, 23.95,-0.21790, -0.39344, 0.04087, -0.89222,
11.69, 1.76, 24.09,-0.17755, -0.50054, 0.07955, -0.84357,
11.81, 1.77, 24.20,-0.16643, -0.57903, 0.08897, -0.79317,
11.96, 1.77, 24.35,-0.17877, -0.62863, 0.08675, -0.75189,
12.11, 1.78, 24.42,-0.15734, -0.67794, 0.10546, -0.71030,
12.33, 1.75, 24.40,-0.15336, -0.70667, 0.10759, -0.68230,
12.57, 1.77, 24.38,-0.17385, -0.63750, 0.10896, -0.74263,
12.80, 1.75, 24.43,-0.19409, -0.57244, 0.08539, -0.79206,
13.02, 1.76, 24.50,-0.19612, -0.55813, 0.06338, -0.80375,
13.23, 1.76, 24.55,-0.17685, -0.55711, 0.05435, -0.80957,
13.44, 1.77, 24.59,-0.16572, -0.53840, 0.05377, -0.82448,
13.57, 1.78, 24.64,-0.15482, -0.56371, 0.06210, -0.80895,
13.63, 1.78, 24.66,-0.14851, -0.58991, 0.06927, -0.79067,
13.64, 1.77, 24.66,-0.14119, -0.58085, 0.07733, -0.79793,
13.65, 1.78, 24.64,-0.13140, -0.58874, 0.08099, -0.79345,
13.64, 1.78, 24.64,-0.10230, -0.57371, 0.05425, -0.81083,
13.63, 1.80, 24.64,-0.03908, -0.56108, 0.00812, -0.82680,
13.63, 1.80, 24.60,-0.03693, -0.67666, 0.03917, -0.73432,
13.63, 1.79, 24.57,-0.05647, -0.72340, 0.07690, -0.68381,
13.61, 1.79, 24.63,-0.08917, -0.59924, 0.05022, -0.79400,
13.59, 1.80, 24.67,-0.09816, -0.50017, -0.00815, -0.86031,
13.48, 1.78, 24.75,-0.11490, 0.08104, -0.03217, -0.98954,
13.42, 1.78, 24.83,-0.11208, 0.17105, -0.05670, -0.97722,
13.30, 1.77, 24.94,-0.14237, 0.21988, -0.08220, -0.96158,
13.22, 1.77, 25.06,-0.14251, 0.26320, -0.09342, -0.94957,
13.12, 1.77, 25.12,-0.06464, 0.62136, -0.14338, -0.76758,
13.18, 1.77, 25.02,0.01248, 0.94008, -0.18376, -0.28694,
13.14, 1.77, 24.89,0.01057, 0.91923, -0.17942, -0.35031,
13.11, 1.76, 24.73,-0.04299, 0.87200, -0.18777, -0.45001,
12.94, 1.73, 24.58,-0.06236, 0.82725, -0.18955, -0.52520,
12.69, 1.76, 24.48,-0.11355, 0.80079, -0.17639, -0.56101,
12.41, 1.73, 24.35,-0.10526, 0.81071, -0.18913, -0.54396,
12.12, 1.77, 24.22,-0.05849, 0.87305, -0.20173, -0.44008,
11.80, 1.74, 24.13,-0.01763, 0.96023, -0.18363, -0.20960,
11.64, 1.79, 24.00,0.06460, 0.97328, -0.16694, 0.14382,
11.64, 1.75, 23.79,0.11332, 0.90591, -0.15247, 0.37847,
11.72, 1.77, 23.67,-0.16140, -0.75815, 0.09959, -0.62389,
11.78, 1.79, 23.50,-0.12234, -0.64593, 0.07496, -0.74979,
11.99, 1.76, 23.43,-0.15634, -0.61068, 0.08190, -0.77196,
12.32, 1.76, 23.48,-0.17798, -0.61131, 0.07677, -0.76729,
12.65, 1.74, 23.47,-0.20068, -0.59920, 0.11341, -0.76670,
13.01, 1.77, 23.44,-0.17234, -0.52947, 0.08774, -0.82599,
13.32, 1.77, 23.54,-0.11857, -0.40038, 0.00283, -0.90864,
13.62, 1.80, 23.70,-0.06479, -0.36409, -0.03359, -0.92850,
13.95, 1.77, 23.91,-0.04725, -0.28313, -0.03180, -0.95739,
14.20, 1.79, 24.16,-0.09078, -0.22754, -0.02432, -0.96922,
14.33, 1.77, 24.51,-0.09689, -0.05948, -0.03243, -0.99299,
14.44, 1.77, 24.81,-0.09236, 0.07432, -0.04745, -0.99181,
14.51, 1.77, 25.13,-0.10240, 0.23726, -0.07695, -0.96297,
14.42, 1.75, 25.41,-0.09408, 0.36506, -0.10836, -0.91986,
14.21, 1.77, 25.67,-0.08518, 0.36784, -0.12257, -0.91783,
14.02, 1.76, 25.94,-0.07969, 0.32067, -0.08610, -0.93990,
13.83, 1.78, 26.21,-0.08005, 0.26502, -0.07505, -0.95798,
13.61, 1.75, 26.47,-0.09780, 0.17118, -0.07450, -0.97754,
13.46, 1.78, 26.71,-0.13561, 0.04309, -0.04924, -0.98860,
13.44, 1.76, 26.94,-0.11311, -0.02302, -0.02809, -0.99292,
13.48, 1.76, 27.24,-0.15202, -0.02711, -0.00973, -0.98796,
13.45, 1.74, 27.54,-0.16848, -0.07108, -0.03726, -0.98243,
13.42, 1.74, 27.87,-0.19300, -0.20864, -0.06369, -0.95664,
13.51, 1.73, 28.12,-0.17021, -0.45525, -0.05353, -0.87231,
13.64, 1.74, 28.31,-0.13768, -0.61997, 0.02969, -0.77188,
13.69, 1.75, 28.39,-0.11027, -0.82890, 0.03264, -0.54745,
13.71, 1.78, 28.47,0.07120, 0.90838, -0.00142, 0.41204,
13.78, 1.77, 28.48,0.07941, 0.95309, -0.02575, 0.29094,
13.93, 1.73, 28.36,0.06070, 0.95364, -0.06833, 0.28673,
14.04, 1.75, 28.18,0.03227, 0.96847, -0.12643, 0.21225,
14.15, 1.73, 28.00,0.03683, 0.96740, -0.16829, 0.18563,
14.30, 1.72, 27.75,0.07955, 0.96143, -0.18799, 0.18437,
14.35, 1.71, 27.50,0.04982, 0.94881, -0.18747, 0.24925,
14.36, 1.71, 27.18,0.01379, 0.86454, -0.20999, 0.45637,
14.48, 1.71, 26.96,-0.02053, -0.77673, 0.16517, -0.60744,
14.72, 1.72, 26.81,-0.06758, -0.68433, 0.10305, -0.71868,
14.93, 1.77, 26.73,-0.04745, -0.54576, -0.00719, -0.83657,
15.35, 1.75, 26.71,-0.12305, -0.53406, 0.04850, -0.83504,
15.34, 1.73, 26.71,-0.22102, -0.49174, 0.08737, -0.83768,
15.38, 1.70, 26.85,-0.28387, -0.43821, 0.07367, -0.84969,
15.43, 1.72, 26.94,-0.25306, -0.45129, 0.05344, -0.85407,
15.50, 1.75, 27.00,-0.18076, -0.47546, 0.02379, -0.86064,
15.69, 1.74, 27.06,-0.13739, -0.50055, 0.01638, -0.85458,
15.88, 1.76, 27.13,-0.12534, -0.51060, 0.03249, -0.85001,
16.05, 1.73, 27.28,-0.14068, -0.53819, 0.06417, -0.82852,
16.20, 1.75, 27.46,-0.13690, -0.57710, 0.06370, -0.80259,
16.38, 1.71, 27.57,-0.19082, -0.58358, 0.11279, -0.78122,
16.58, 1.72, 27.64,-0.15768, -0.57608, 0.11094, -0.79433,
16.67, 1.74, 27.72,-0.13652, -0.62933, 0.07358, -0.76150,
16.70, 1.73, 27.81,-0.16841, -0.67536, 0.10132, -0.71082,
16.70, 1.73, 27.87,-0.18438, -0.65197, 0.10741, -0.72760,
16.70, 1.73, 27.87,-0.17729, -0.63129, 0.08282, -0.75046,
16.71, 1.74, 27.85,-0.15976, -0.64466, 0.09559, -0.74145,
16.71, 1.74, 27.82,-0.16283, -0.66451, 0.09089, -0.72364,
16.71, 1.73, 27.82,-0.18016, -0.64318, 0.10974, -0.73609,
16.71, 1.72, 27.82,-0.19133, -0.62900, 0.12067, -0.74377,
16.71, 1.72, 27.82,-0.19459, -0.62752, 0.12156, -0.74403,
16.71, 1.72, 27.81,-0.19053, -0.62789, 0.11574, -0.74569,
16.71, 1.73, 27.81,-0.18708, -0.62653, 0.11193, -0.74829,
16.71, 1.73, 27.81,-0.18855, -0.63326, 0.11523, -0.74172,
16.71, 1.72, 27.80,-0.18694, -0.63966, 0.11653, -0.73642,
16.72, 1.71, 27.83,-0.23901, -0.60487, 0.10527, -0.75228,
16.72, 1.71, 27.83,-0.24063, -0.59475, 0.11605, -0.75822,
16.73, 1.72, 27.79,-0.18490, -0.68414, 0.15088, -0.68920,
16.59, 1.71, 27.66,0.07973, 0.97549, -0.20503, 0.00547,
16.35, 1.73, 27.62,-0.01361, 0.92842, -0.19006, -0.31894,
16.07, 1.71, 27.47,-0.04644, 0.88767, -0.17934, -0.42158,
15.86, 1.72, 27.27,-0.03782, 0.84771, -0.17701, -0.49862,
15.69, 1.70, 27.00,-0.01654, 0.79518, -0.20582, -0.57013,
15.43, 1.72, 26.88,-0.07872, 0.69298, -0.15758, -0.69910,
15.13, 1.72, 26.83,-0.13117, 0.62380, -0.09389, -0.76475,
14.88, 1.73, 26.78,-0.13264, 0.44777, -0.10557, -0.87793,
14.65, 1.74, 26.78,-0.16885, 0.29896, -0.10046, -0.93382,
14.54, 1.71, 26.96,-0.22984, 0.12155, -0.04234, -0.96468,
14.47, 1.73, 27.24,-0.22618, 0.06266, -0.00170, -0.97207,
14.35, 1.72, 27.51,-0.19934, 0.10354, -0.09876, -0.96943,
14.23, 1.74, 27.84,-0.21383, 0.12190, -0.06384, -0.96713,
14.17, 1.71, 28.14,-0.18599, 0.28218, -0.07885, -0.93785,
14.05, 1.73, 28.39,-0.17649, 0.60414, -0.15286, -0.76191,
13.90, 1.72, 28.44,-0.09048, 0.83035, -0.21479, -0.50615,
13.76, 1.73, 28.43,-0.02562, 0.92082, -0.23040, -0.31362,
13.62, 1.74, 28.42,0.03845, 0.97949, -0.18115, -0.07941,
13.49, 1.77, 28.36,0.05999, 0.99319, -0.09977, 0.00402,
13.47, 1.75, 28.14,0.09418, 0.99234, -0.07956, 0.00756,
13.48, 1.77, 27.90,0.08901, 0.98777, -0.12221, -0.03820,
13.43, 1.75, 27.63,0.07413, 0.99221, -0.09985, 0.00729,
13.38, 1.78, 27.35,0.05716, 0.99028, -0.09768, 0.08089,
13.50, 1.78, 26.82,0.06763, 0.97531, -0.10195, 0.18386,
13.53, 1.78, 26.63,0.08172, 0.94786, -0.08187, 0.29694,
13.57, 1.77, 26.41,0.09527, 0.90022, -0.14650, 0.39884,
13.70, 1.75, 26.24,0.10894, 0.89549, -0.13037, 0.41138,
13.91, 1.76, 26.14,0.13781, 0.88418, -0.11858, 0.43032,
14.08, 1.76, 25.99,0.10773, 0.85872, -0.12550, 0.48502,
14.28, 1.75, 25.76,-0.09096, -0.82201, 0.15683, -0.53985,
14.50, 1.75, 25.64,-0.13772, -0.72459, 0.14652, -0.65920,
14.77, 1.74, 25.55,-0.18326, -0.68103, 0.08626, -0.70369,
14.98, 1.76, 25.49,-0.10668, -0.51406, 0.03881, -0.85021,
15.22, 1.78, 25.38,-0.07483, -0.43993, 0.01303, -0.89481,
15.39, 1.77, 25.45,-0.08147, -0.34244, -0.01968, -0.93579,
15.57, 1.78, 25.65,-0.08843, -0.36875, -0.03868, -0.92450,
15.76, 1.76, 25.83,-0.12019, -0.38374, 0.01162, -0.91551,
16.00, 1.74, 25.99,-0.16186, -0.34387, 0.02429, -0.92464,
16.20, 1.75, 26.18,-0.18542, -0.41815, 0.02999, -0.88875,
16.39, 1.75, 26.41,-0.19883, -0.52182, 0.05649, -0.82763,
16.60, 1.75, 26.52,-0.16185, -0.65269, 0.08779, -0.73491,
16.86, 1.74, 26.54,-0.10672, -0.69101, 0.10437, -0.70727,
17.14, 1.76, 26.58,-0.09677, -0.72853, 0.06212, -0.67529,
17.44, 1.75, 26.66,-0.14027, -0.73239, 0.02725, -0.66572,
17.71, 1.76, 26.62,-0.11179, -0.76860, 0.05346, -0.62761,
17.97, 1.74, 26.50,-0.09674, -0.82365, 0.08017, -0.55301,
18.15, 1.75, 26.41,0.09953, 0.91544, -0.10465, 0.37565,
18.31, 1.74, 26.33,0.04844, 0.98303, -0.16561, 0.06234,
18.36, 1.74, 26.24,-0.01650, 0.95657, -0.18422, -0.22531,
18.31, 1.71, 26.07,-0.04438, 0.92286, -0.16365, -0.34580,
18.17, 1.73, 25.94,-0.09840, 0.85534, -0.15642, -0.48399,
18.00, 1.72, 25.79,-0.08777, 0.79573, -0.15789, -0.57809,
17.81, 1.75, 25.64,-0.05863, 0.80740, -0.16760, -0.56265,
17.56, 1.73, 25.61,-0.05297, 0.81266, -0.12831, -0.56597,
17.29, 1.76, 25.60,-0.03592, 0.86957, -0.14341, -0.47116,
17.08, 1.74, 25.48,-0.00958, 0.93420, -0.15963, -0.31891,
16.91, 1.75, 25.29,0.06403, 0.95604, -0.15627, -0.23973,
16.80, 1.75, 25.13,0.04351, 0.99069, -0.12367, 0.03681,
16.69, 1.77, 24.95,0.05052, 0.96949, -0.12270, 0.20610,
16.75, 1.75, 24.77,0.08283, 0.94456, -0.14331, 0.28356,
16.92, 1.76, 24.63,0.07273, 0.96003, -0.11888, 0.24272,
17.05, 1.77, 24.53,0.06138, 0.96789, -0.08255, 0.22937,
17.20, 1.75, 24.36,0.02920, 0.97128, -0.06557, 0.22687,
17.33, 1.77, 24.22,0.01687, 0.96753, -0.10845, 0.22767,
17.50, 1.74, 24.09,0.05266, 0.97564, -0.14571, 0.15534,
17.66, 1.74, 23.98,0.05943, 0.97387, -0.17552, 0.13125,
17.71, 1.73, 23.85,0.04208, 0.97661, -0.18788, 0.09578,
17.69, 1.73, 23.73,0.01609, 0.97379, -0.16935, 0.15098,
17.68, 1.74, 23.66,0.01759, 0.97629, -0.15571, 0.14931,
17.70, 1.74, 23.64,0.02927, 0.98200, -0.14197, 0.12113,
17.75, 1.75, 23.64,0.03120, 0.98421, -0.13558, 0.10948,
17.81, 1.75, 23.64,0.03420, 0.98539, -0.14436, 0.08359,
17.85, 1.76, 23.64,0.02044, 0.98935, -0.12522, 0.07128,
17.87, 1.76, 23.64,0.03008, 0.99436, -0.09499, 0.03639,
17.89, 1.76, 23.63,0.04734, 0.99056, -0.11456, 0.05850,
17.89, 1.75, 23.62,0.03332, 0.98914, -0.12409, 0.07135,
17.89, 1.74, 23.60,0.02793, 0.98505, -0.15219, 0.07575,
17.89, 1.74, 23.60,0.02648, 0.98054, -0.17637, 0.08207,
17.89, 1.74, 23.61,0.02787, 0.98245, -0.17071, 0.06979,
17.88, 1.75, 23.61,0.04062, 0.98671, -0.15650, 0.01619,
17.88, 1.75, 23.61,0.03922, 0.98750, -0.15155, 0.01845,
17.90, 1.74, 23.60,0.05354, 0.98289, -0.16793, 0.05345,
17.91, 1.73, 23.60,0.06250, 0.97088, -0.20601, 0.10508,
17.90, 1.73, 23.60,0.05190, 0.97281, -0.20571, 0.09294,
17.89, 1.73, 23.60,0.04255, 0.97613, -0.20093, 0.07062,
17.89, 1.73, 23.60,0.04120, 0.97607, -0.20092, 0.07229,
17.89, 1.73, 23.60,0.04050, 0.97552, -0.20359, 0.07267,
17.89, 1.73, 23.60,0.04087, 0.97577, -0.20311, 0.07034,
17.89, 1.73, 23.60,0.03549, 0.97894, -0.18892, 0.06872,
17.89, 1.74, 23.60,0.03396, 0.97958, -0.18643, 0.06713,
17.89, 1.74, 23.60,0.03310, 0.98026, -0.18297, 0.06717,
17.89, 1.74, 23.60,0.02099, 0.97932, -0.18397, 0.08152,
17.88, 1.74, 23.61,0.02175, 0.98069, -0.17946, 0.07467,
17.88, 1.74, 23.61,0.02303, 0.98101, -0.17490, 0.08059,
17.88, 1.75, 23.61,0.02101, 0.98385, -0.15523, 0.08660,
17.88, 1.75, 23.61,0.01571, 0.98835, -0.13250, 0.07319,
17.87, 1.76, 23.61,0.02384, 0.99140, -0.11012, 0.06655,
17.88, 1.76, 23.62,0.03153, 0.98997, -0.11600, 0.07429,
17.90, 1.75, 23.63,0.05812, 0.98114, -0.13121, 0.12947,
17.91, 1.75, 23.64,0.07077, 0.97463, -0.13002, 0.16789,
17.89, 1.74, 23.63,0.08751, 0.97266, -0.17173, 0.12951,
17.89, 1.75, 23.63,0.04686, 0.98067, -0.15510, 0.10974,
17.88, 1.76, 23.63,0.03177, 0.98743, -0.13114, 0.08230,
17.87, 1.76, 23.62,0.03800, 0.99033, -0.11687, 0.06430,
17.86, 1.76, 23.62,0.00155, 0.99268, -0.10976, 0.05030,
17.87, 1.76, 23.62,0.01721, 0.99173, -0.11270, 0.05896,
17.87, 1.76, 23.62,0.01854, 0.99267, -0.10981, 0.04688,
17.86, 1.76, 23.62,0.01991, 0.99403, -0.09921, 0.04090,
17.87, 1.76, 23.62,0.02323, 0.99318, -0.09922, 0.05667,
17.87, 1.76, 23.62,0.02527, 0.99257, -0.09560, 0.07094,
17.87, 1.76, 23.62,0.02944, 0.99219, -0.09941, 0.06938,
17.87, 1.76, 23.62,0.02750, 0.99229, -0.10238, 0.06414,
17.87, 1.76, 23.62,0.02625, 0.99236, -0.10276, 0.06297,
17.87, 1.75, 23.61,0.02878, 0.98915, -0.13065, 0.06076,
17.87, 1.75, 23.61,0.03451, 0.98441, -0.15898, 0.06692,
17.87, 1.75, 23.61,0.03303, 0.98750, -0.13900, 0.06654,
17.87, 1.75, 23.61,0.03078, 0.98784, -0.13947, 0.06139,
17.88, 1.75, 23.61,0.03285, 0.98867, -0.13156, 0.06446,
17.87, 1.75, 23.61,0.02911, 0.98893, -0.13057, 0.06414,
17.87, 1.75, 23.61,0.02818, 0.98859, -0.13407, 0.06256,
17.87, 1.75, 23.61,0.02872, 0.98807, -0.13619, 0.06589,
17.87, 1.75, 23.61,0.03297, 0.98695, -0.14031, 0.07180,
17.87, 1.75, 23.60,0.03358, 0.98535, -0.14901, 0.07583,
17.87, 1.75, 23.61,0.02952, 0.98644, -0.14576, 0.06936,
17.87, 1.75, 23.61,0.02677, 0.98671, -0.14592, 0.06623,
17.87, 1.75, 23.62,0.01896, 0.98694, -0.14972, 0.05637,
17.87, 1.75, 23.62,0.02603, 0.98790, -0.14063, 0.06003,
17.88, 1.75, 23.62,0.02904, 0.98844, -0.13308, 0.06662,
17.87, 1.75, 23.62,0.02466, 0.99019, -0.12616, 0.05483,
17.87, 1.75, 23.62,0.01289, 0.99099, -0.12515, 0.04586,
17.88, 1.76, 23.62,0.02082, 0.99158, -0.10608, 0.07126,
17.88, 1.75, 23.62,0.02637, 0.98759, -0.13841, 0.06943,
17.88, 1.74, 23.61,0.02646, 0.98479, -0.15808, 0.06704,
17.87, 1.74, 23.61,0.02189, 0.98576, -0.15607, 0.05868,
17.88, 1.75, 23.60,0.02437, 0.98566, -0.15477, 0.06263,
17.88, 1.75, 23.61,0.03054, 0.99050, -0.12071, 0.05838,
17.88, 1.75, 23.61,0.02921, 0.98715, -0.14643, 0.05684,
17.88, 1.75, 23.61,0.03079, 0.99044, -0.12165, 0.05728,
17.88, 1.75, 23.61,0.03164, 0.98841, -0.13848, 0.05346,
17.88, 1.75, 23.62,0.02689, 0.99032, -0.12759, 0.04761,
17.85, 1.75, 23.62,0.02844, 0.99022, -0.12925, -0.04407,
17.85, 1.75, 23.62,0.02571, 0.98861, -0.14075, -0.04673,
17.85, 1.75, 23.62,0.02490, 0.98683, -0.15328, -0.04520,
17.87, 1.75, 23.61,0.03793, 0.98738, -0.15221, 0.02191,
17.88, 1.74, 23.61,0.04600, 0.98620, -0.15343, 0.04194,
17.89, 1.74, 23.59,0.04803, 0.98702, -0.14634, 0.04557,
17.88, 1.75, 23.60,0.04674, 0.99143, -0.10936, 0.05415,
17.89, 1.72, 23.57,0.04135, 0.97527, -0.21048, 0.05316,
17.90, 1.67, 23.50,0.04657, 0.94650, -0.31212, 0.06741,
17.90, 1.66, 23.50,0.05389, 0.94200, -0.32004, 0.08542,
17.90, 1.71, 23.54,0.04430, 0.97225, -0.21230, 0.08772,
17.89, 1.74, 23.58,0.05241, 0.98575, -0.13455, 0.08631,
17.89, 1.76, 23.60,0.04672, 0.99120, -0.10611, 0.06386,
17.88, 1.74, 23.59,0.04545, 0.98684, -0.14905, 0.04326,
17.88, 1.75, 23.61,0.06247, 0.99067, -0.12040, -0.01352,
17.89, 1.75, 23.60,0.04869, 0.98943, -0.13481, 0.02217,
17.89, 1.75, 23.60,0.04762, 0.98461, -0.13864, 0.09514,
17.88, 1.75, 23.60,0.04581, 0.98647, -0.12883, 0.09044,
17.87, 1.75, 23.60,0.03947, 0.98967, -0.11226, 0.07994,
17.86, 1.75, 23.60,0.04310, 0.98902, -0.14098, 0.01064,
17.88, 1.75, 23.61,0.03820, 0.98686, -0.13723, 0.07619,
17.88, 1.75, 23.61,0.03456, 0.98680, -0.13799, 0.07741,
17.87, 1.75, 23.61,0.02338, 0.98961, -0.12463, 0.06779,
17.87, 1.75, 23.60,0.02442, 0.98974, -0.11725, 0.07792,
17.87, 1.74, 23.57,0.01696, 0.98255, -0.15574, 0.10027,
17.86, 1.73, 23.56,0.00796, 0.98178, -0.16663, 0.09094,
17.85, 1.74, 23.57,0.01466, 0.98492, -0.14695, 0.09012,
17.85, 1.73, 23.57,0.01253, 0.98305, -0.16450, 0.07991,
17.85, 1.73, 23.58,0.02261, 0.97762, -0.19413, 0.07780,
17.86, 1.72, 23.58,0.02712, 0.96470, -0.23524, 0.11526,
17.86, 1.72, 23.58,0.03218, 0.96636, -0.23332, 0.10329,
17.85, 1.72, 23.58,0.02786, 0.97018, -0.22406, 0.08815,
17.85, 1.73, 23.59,0.02589, 0.97683, -0.19578, 0.08253,
17.85, 1.73, 23.58,0.02653, 0.97645, -0.19758, 0.08251,
17.85, 1.73, 23.58,0.02271, 0.97978, -0.18710, 0.06718,
17.83, 1.73, 23.58,0.00891, 0.98439, -0.17379, 0.02623,
17.80, 1.73, 23.60,0.04000, 0.98118, -0.16266, 0.09603,
17.77, 1.73, 23.61,0.03101, 0.97245, -0.19688, 0.12087,
17.86, 1.74, 23.65,0.12747, 0.97067, -0.14489, 0.14339,
17.93, 1.73, 23.68,0.10313, 0.96262, -0.17635, 0.17785,
17.90, 1.74, 23.67,0.07015, 0.97293, -0.14624, 0.16462,
17.78, 1.78, 23.65,0.05545, 0.98307, -0.01400, 0.17406,
17.66, 1.74, 23.57,0.05363, 0.97914, -0.10881, 0.16303,
17.65, 1.71, 23.50,0.06166, 0.96090, -0.21655, 0.16121,
17.67, 1.72, 23.50,0.04925, 0.96841, -0.19228, 0.15094,
17.70, 1.72, 23.52,0.06113, 0.96454, -0.20651, 0.15258,
17.72, 1.72, 23.52,0.05868, 0.95908, -0.23332, 0.14926,
17.73, 1.72, 23.53,0.04581, 0.96529, -0.23451, 0.10545,
17.74, 1.73, 23.54,0.04830, 0.97582, -0.19394, 0.08851,
17.74, 1.73, 23.55,0.05575, 0.97532, -0.19002, 0.09764,
17.75, 1.73, 23.54,0.05180, 0.97453, -0.18909, 0.10891,
17.74, 1.73, 23.54,0.04622, 0.97188, -0.20415, 0.10788,
17.75, 1.73, 23.54,0.04880, 0.97217, -0.19616, 0.11844,
17.75, 1.73, 23.54,0.06718, 0.96710, -0.20617, 0.13307,
17.76, 1.73, 23.55,0.04398, 0.95254, -0.22244, 0.20313,
17.75, 1.73, 23.55,0.04720, 0.96096, -0.21945, 0.16177,
17.74, 1.73, 23.55,0.03924, 0.96546, -0.20962, 0.14971,
17.74, 1.74, 23.55,0.04307, 0.97448, -0.17546, 0.13320,
17.74, 1.73, 23.54,0.03919, 0.96873, -0.20916, 0.12755,
17.74, 1.73, 23.54,0.03776, 0.96912, -0.20908, 0.12514,
17.74, 1.73, 23.54,0.04015, 0.96806, -0.20785, 0.13432,
17.74, 1.73, 23.54,0.04221, 0.96910, -0.20308, 0.13347,
17.74, 1.73, 23.54,0.04327, 0.96946, -0.20217, 0.13190,
17.74, 1.74, 23.55,0.04070, 0.97324, -0.18521, 0.12977,
17.72, 1.74, 23.54,0.01430, 0.98231, -0.16364, 0.08987,
17.55, 1.73, 23.59,-0.06356, 0.87289, -0.16318, -0.45540,
17.55, 1.73, 23.76,-0.11797, 0.55687, -0.15233, -0.80795,
17.54, 1.72, 23.88,-0.19069, 0.44571, -0.12980, -0.86494,
17.47, 1.70, 24.08,-0.22358, 0.40116, -0.11222, -0.88119,
17.38, 1.72, 24.30,-0.23606, 0.34997, -0.10923, -0.89993,
17.24, 1.70, 24.45,-0.23259, 0.29612, -0.11981, -0.91862,
17.03, 1.72, 24.61,-0.20410, 0.21217, -0.12891, -0.94695,
16.92, 1.71, 24.83,-0.22949, 0.02508, -0.07277, -0.97026,
16.88, 1.71, 25.11,-0.23944, -0.10717, 0.00772, -0.96495,
16.92, 1.73, 25.31,-0.21263, -0.37955, 0.05112, -0.89895,
17.02, 1.73, 25.50,-0.19147, -0.53921, 0.07588, -0.81660,
17.26, 1.72, 25.55,-0.13116, -0.67558, 0.10116, -0.71844,
17.56, 1.74, 25.58,-0.18068, -0.65211, 0.11616, -0.72706,
17.84, 1.70, 25.74,-0.22627, -0.46653, 0.05994, -0.85297,
18.11, 1.72, 25.89,-0.24637, -0.36991, 0.04648, -0.89460,
18.34, 1.70, 26.05,-0.24127, -0.16869, -0.02049, -0.95547,
18.43, 1.73, 26.20,-0.23638, 0.14981, -0.10037, -0.95478,
